"","Event","Site","Date","White","Black","Result","WhiteElo","BlackElo","TimeControl","Termination","pgn"
"beta112","Live Chess","Chess.com","2015.02.23","thinkboolean","falschenspieler69","1-0","1205","1167","5|0","thinkboolean won on time"," 1.e3 e5 2.Qg4 Qf6 3.Nc3 d6 4.Qa4+ c6 5.Nd5 Qe7 6.Nb6 axb6 7.Qxa8 Nd7 8.b3 Ngf6 9.Qxc8+ Qd8 10.Qxb7 Be7 11.Qxc6 O-O 12.Bb5 g6 13.Nf3 Nb8 14.Qc4 d5 15.Qh4 Ne4 16.Qh3 Bb4 17.O-O f5 18.Nxe5 Ng5 19.Qh4 Be7 20.Nc6 Nxc6 21.Bxc6 Ne4 22.Qh6 Bg5 23.Qh3 Bh4 24.g3 Bf6 25.Rb1 Ng5 26.Qh6 Nf3+ 27.Kg2 Qe7 28.Bxd5+ Kh8 29.Qf4 Ng5 30.h4 Ne4 31.Bxe4 fxe4 32.Qg4 Be5 33.d4 Bb8 34.Bd2 Qf6 35.Bc3 h5 36.Qg5 Qf3+ 37.Kg1 Kh7 38.Qe7+ Kh6 39.d5 Qf7 40.Qg5+ Kh7 41.Rbd1 Bxg3 42.fxg3 1-0 "
"beta113","Live Chess","Chess.com","2015.02.23","falschenspieler69","thinkboolean","0-1","1160","1212","5|0","thinkboolean won by checkmate"," 1.d4 e6 2.e4 Qh4 3.Qf3 Nc6 4.c3 Bb4 5.g3 Qf6 6.Qxf6 Nxf6 7.cxb4 Nxe4 8.Nf3 Nxb4 9.Na3 c5 10.Bg2 cxd4 11.Nxd4 Nd3+ 12.Ke2 Nexf2 13.Rf1 Nxc1+ 14.Raxc1 Ng4 15.Rf4 h5 16.Rcf1 f6 17.Ndb5 Kd8 18.Nd6 Ke7 19.Nac4 Nxh2 20.Kf2 Ng4+ 21.Kg1 Rb8 22.Ne4 b5 23.Ncd2 Ne3 24.Nf3 Nxf1 25.Bxf1 e5 26.Rh4 Bb7 27.Ned2 Bxf3 28.Nxf3 Rbc8 29.b3 Rc2 30.Bxb5 Rxa2 31.Bc4 Kd6 32.Rh2 Rxh2 33.Kxh2 Kc5 34.Nd2 d5 35.Ba6 d4 36.Ne4+ Kb6 37.Bc4 a5 38.Nd6 g5 39.Nf7 Rh7 40.Nd6 h4 41.Ne4 f5 42.Nxg5 Rh5 43.Ne6 hxg3+ 44.Kxg3 f4+ 45.Kf3 Kc6 46.Nd8+ Kd7 47.Nf7 Ke7 48.Ke4 Kf6 49.Nd6 Rh3 50.Ne8+ Ke7 51.Ng7 Re3+ 52.Kf5 d3 53.Ne6 d2 54.Nc5 d1=Q 55.Na6 Qb1+ 56.Kg5 Rg3+ 57.Kh4 Qh1# 0-1 "
"beta114","Live Chess","Chess.com","2015.02.23","thinkboolean","itzulini","0-1","1205","1251","5|0","itzulini won by checkmate"," 1.e3 e5 2.Qg4 Nf6 3.Qa4 Be7 4.Nf3 Nc6 5.Nc3 d5 6.b3 O-O 7.Bb2 Bg4 8.Qb5 Bxf3 9.gxf3 Rb8 10.Bh3 d4 11.Nd5 Nxd5 12.Ke2 dxe3 13.dxe3 Bd6 14.Qxd5 Qh4 15.Bg4 Kh8 16.Rag1 f5 17.h3 fxg4 18.Rxg4 Qe7 19.Rhg1 Rf7 20.Qe4 Rbf8 21.Rh4 g6 22.f4 Qxh4 23.Qd5 Qh5+ 24.Ke1 Bb4+ 25.Kf1 Qxh3+ 26.Ke2 Qh5+ 27.Kf1 Qh3+ 28.Rg2 Rd7 29.Bxe5+ Nxe5 30.Qxe5+ Kg8 31.Qa1 Qh1+ 32.Rg1 Qh5 33.a3 Rd1+ 34.Qxd1 Qxd1+ 35.Kg2 Qg4+ 36.Kf1 Qh3+ 37.Ke2 Qh5+ 38.Kf1 Bd6 39.Rg2 Rd8 40.Rg5 Qh1+ 41.Ke2 Bxa3 42.Rb5 Qd1# 0-1 "
"beta115","Live Chess","Chess.com","2015.02.23","athanatos1","thinkboolean","1-0","1276","1198","5|0","athanatos1 won by checkmate"," 1.e4 e6 2.d3 Qh4 3.Nf3 Qh5 4.Be2 Qg6 5.O-O b6 6.Bf4 Bd6 7.Bxd6 cxd6 8.Nc3 Bb7 9.Nb5 Na6 10.Nxd6+ Kf8 11.Nxb7 Nf6 12.Nd6 h5 13.Nh4 Qh7 14.Qd2 Rg8 15.Qf4 Ng4 16.Qxf7# 1-0 "
"beta116","Live Chess","Chess.com","2015.02.24","thinkboolean","SpanishOpening","1-0","1207","1222","5|0","thinkboolean won by checkmate"," 1.e3 e5 2.Qg4 d5 3.Qa4+ Bd7 4.Qb3 Nf6 5.Qxb7 Nc6 6.Bb5 Nb4 7.Na3 Bxb5 8.Qxb5+ Qd7 9.Qxd7+ Nxd7 10.c3 Nd3+ 11.Ke2 e4 12.f3 f5 13.b4 Bd6 14.Nb5 O-O 15.Ba3 Be5 16.Nd4 Bxd4 17.exd4 Nb6 18.b5 Nc4 19.Bxf8 Rxf8 20.a4 Rb8 21.h4 Nf4+ 22.Kf2 Nxd2 23.h5 Nd3+ 24.Kg3 Rb6 25.f4 g6 26.h6 c6 27.bxc6 Rxc6 28.Ra3 Nc4 29.Rb3 Rb6 30.Rb5 e3 31.Rxd5 Nf2 32.Rh4 Ng4 33.Ne2 Nd6 34.Rh1 Ne4+ 35.Kf3 Re6 36.Rd8+ Kf7 37.d5 Re7 38.d6 Re6 39.d7 Ke7 40.Nd4 Rd6 41.c4 Rxd4 42.Rh8 Rxd7 43.Rxh7+ Kd6 44.Rxd7+ Kxd7 45.h7 Nd2+ 46.Ke2 Nxc4 47.h8=Q Kc6 48.Qc8+ Kd5 49.Rd1+ Ke4 50.Qxc4# 1-0 "
"beta117","Live Chess","Chess.com","2015.02.24","JohnnyBoudeaux","thinkboolean","0-1","1180","1215","5|0","thinkboolean won by resignation"," 1.b3 e6 2.Bb2 Nc6 3.g3 b6 4.Bg2 Bb7 5.a3 Qg5 6.h3 Nf6 7.e3 Ne5 8.Bxb7 Rb8 9.Bg2 Bc5 10.f4 Qxg3+ 11.Kf1 Ng6 12.Qf3 Qh4 13.Ne2 Qh6 14.Nbc3 Nh4 15.Qg3 Nf5 16.Qf3 g5 17.d4 Bd6 18.e4 Nh4 19.Qg4 gxf4 20.Nxf4 Bxf4 21.Bc1 Bxc1 22.Ne2 Rg8 23.e5 0-1 "
"beta118","Live Chess","Chess.com","2015.02.24","thinkboolean","mochiagete","0-1","1206","1202","5|0","mochiagete won by checkmate"," 1.e3 d5 2.Qh5 Nf6 3.Qh4 e5 4.Nf3 e4 5.Ng5 Be7 6.f4 exf3 7.Nxf3 Ne4 8.Qf4 g5 9.Qe5 f6 10.Qd4 c5 11.Qa4+ Qd7 12.Bb5 Nc6 13.Nc3 a6 14.b3 O-O 15.Bb2 g4 16.Nh4 f5 17.Nxe4 dxe4 18.g3 Bxh4 19.gxh4 Rd8 20.Bc4+ Kf8 21.Rf1 Qxd2# 0-1 "
"beta119","Live Chess","Chess.com","2015.02.24","thinkboolean","Kingha01","1-0","1213","1153","5|0","thinkboolean won on time"," 1.e3 e5 2.Qg4 d6 3.Qa4+ Bd7 4.Qb3 b6 5.Nf3 Be6 6.Bc4 Qe7 7.Nc3 a6 8.Nd5 Qd7 9.Ng5 b5 10.Bd3 c6 11.Nb6 Qb7 12.Nxe6 Qxb6 13.Ng5 h6 14.Qxf7+ Kd8 15.Qxf8+ Kc7 16.Qxg7+ Nd7 17.Ne6+ Kb7 18.Qxh8 Ne7 19.Qxh6 Nc5 20.b4 Nxd3+ 21.cxd3 Nd5 22.a3 Re8 23.Bb2 c5 24.Bxe5 cxb4 25.axb4 Nxb4 26.Bd4 Nc2+ 27.Ke2 Nxd4+ 28.exd4 Qxd4 29.Qh7+ Kc6 30.Qc7+ Kd5 31.Kd1 Rxe6 32.Qb7+ Ke5 33.Re1+ Kf5 34.Qf3+ Kg6 35.Rxe6+ Kg5 36.h4+ Kxh4 37.Rg6 Qxa1+ 38.Ke2 Qe5+ 39.Kd1 Qa1+ 40.Kc2 Qa2+ 41.Kc1 Qa1+ 42.Kc2 Qa2+ 43.Kc3 Qa3+ 44.Kd4 Qb2+ 45.Ke3 Qe5+ 46.Qe4+ Qxe4+ 47.dxe4 Kh5 48.Rg3 b4 49.f4 b3 50.Rh3+ Kg6 51.Rh1 b2 52.Ra1 1-0 "
"beta120","Live Chess","Chess.com","2015.02.24","dagnall01","thinkboolean","0-1","1195","1221","5|0","thinkboolean won by resignation"," 1.e4 e6 2.e5 Qg5 3.Nf3 Qf4 4.d4 Qe4+ 5.Be3 Nc6 6.Nc3 Qf5 7.Bd3 Qg4 8.O-O b6 9.h3 Qh5 10.Nb5 Kd8 11.Bg5+ f6 12.exf6 gxf6 13.Bf4 e5 14.dxe5 fxe5 15.Bg5+ Be7 16.Bxe7+ Ngxe7 17.Qe2 Bb7 18.Rad1 Rg8 0-1 "
"beta121","Live Chess","Chess.com","2015.02.24","eraketh","thinkboolean","0-1","1222","1229","5|0","thinkboolean won on time"," 1.d4 e6 2.c4 Qf6 3.Nc3 Nc6 4.Nf3 Bd6 5.e4 Bf4 6.e5 Qh6 7.a3 b6 8.Bxf4 Qxf4 9.g3 Qf5 10.Bd3 Qh5 11.Be4 Bb7 12.b4 Nge7 13.Qd3 O-O-O 14.d5 Nxe5 15.Nxe5 Qxe5 16.f4 Qf6 17.O-O-O Nf5 18.Bxf5 exf5 19.Rhe1 Ba6 20.b5 Bb7 0-1 "
"beta122","Live Chess","Chess.com","2015.02.24","joe2069xlm","thinkboolean","1-0","1229","1221","5|0","joe2069xlm won by resignation"," 1.e4 e6 2.Nf3 Qf6 3.d4 Nc6 4.e5 Qg6 5.Qd3 f5 6.exf6 Qxf6 7.Be2 Nge7 8.Bg5 Qf5 9.O-O Nd5 10.Qxf5 exf5 11.Ne5 g6 12.Nxc6 bxc6 13.c4 Nb4 14.Na3 Ba6 15.Bf6 Rg8 16.Rfe1 Kf7 17.Be5 Bxc4 18.Bxc4+ d5 19.Bb3 Nd3 20.Re2 Re8 21.Bc2 Nf4 22.Re3 Ne6 23.Rae1 Bb4 24.R1e2 c5 25.Nb5 cxd4 26.Bxd4 Nxd4 27.Nxd4 Bc5 28.Rxe8 Rxe8 29.Rxe8 Kxe8 30.Ne6 Bb6 31.Ng5 h6 32.Nf3 Ke7 33.Ne5 Bd4 34.Nxg6+ Kf6 35.Nf4 Bxb2 36.Nxd5+ Ke6 37.Nxc7+ Kd6 38.Nb5+ Kc6 39.Nxa7+ Kb6 40.Nc8+ Kb7 41.Nd6+ Kc6 42.Nxf5 Kd5 43.Nxh6 Ke6 44.Ng4 1-0 "
"beta123","Live Chess","Chess.com","2015.02.24","thinkboolean","AzizRida","1-0","1229","1196","5|0","thinkboolean won by resignation"," 1.e3 e5 2.Qf3 Nf6 3.Bc4 Nc6 4.Nc3 Nb4 5.Bb3 d5 6.a3 d4 7.axb4 dxc3 8.bxc3 Bg4 9.Qxb7 Bd6 10.Rxa7 Rxa7 11.Qxa7 O-O 12.h3 Bf5 13.g4 Be4 14.f3 Bd5 15.Bxd5 Nxd5 16.e4 Nf6 17.d3 Qc8 18.h4 h6 19.g5 Nh5 20.gxh6 Ng3 21.Rh3 Qxh3 22.Nxh3 g6 23.Qg1 Nh5 24.Qg5 Kh7 25.f4 exf4 26.Nxf4 f6 27.Qxg6+ Kh8 28.Qxh5 Bxf4 29.Bxf4 Rg8 30.e5 Rg1+ 31.Kf2 Rg8 32.exf6 1-0 "
"beta124","Live Chess","Chess.com","2015.02.24","tmather49","thinkboolean","1-0","1191","1220","5|0","tmather49 won by checkmate"," 1.d4 e6 2.e4 Qh4 3.Nc3 Nc6 4.Be3 Bb4 5.Nf3 Qxe4 6.Bd3 Qg4 7.O-O b6 8.Ne5 Qxd1 9.Raxd1 Bb7 10.Nxc6 Bxc6 11.d5 exd5 12.Bd2 O-O-O 13.Ba6+ Kb8 14.a3 Bd6 15.Be3 Re8 16.Nb5 Be5 17.c3 Re6 18.Nd4 Bxd4 19.Bxd4 Rg6 20.b4 Ba4 21.Rde1 Nf6 22.c4 c5 23.Bxf6 Rxf6 24.bxc5 dxc4 25.Bxc4 bxc5 26.Rb1+ Kc7 27.Bb5 d6 28.Bxa4 Ra8 29.Rfd1 a5 30.Bb5 Rb8 31.a4 Rb6 32.h3 Kd8 33.Re1 d5 34.Re8+ Kc7 35.Re7+ Kd6 36.Rbe1 c4 37.Rd7+ Kc5 38.Re5 Rbd6 39.Rxd6 Kxd6 40.Rh5 h6 41.Rh4 c3 42.Bd3 Kc5 43.Kf1 d4 44.Ke2 Re6+ 45.Kd1 g5 46.Rg4 Re5 47.f4 Re3 48.Kc2 gxf4 49.Rxf4 Kb4 50.Rxd4+ Ka3 51.Rc4 f5 52.Rxc3+ Ka2 53.Bxf5 Re2+ 54.Kd3 Rxg2 55.Bd7 Rg3+ 56.Kd4 Rg7 57.Bb5 Kb2 58.Ke5 h5 59.Kf5 h4 60.Rf3 Kc2 61.Rf4 Rf7+ 62.Kg5 Rxf4 63.Kxf4 Kb3 64.Kg4 Kb4 65.Kxh4 Kc5 66.Kg5 Kd6 67.Kg6 Ke7 68.h4 Kf8 69.h5 Kg8 70.Bc4+ Kh8 71.Kg5 Kg7 72.h6+ Kh8 73.Bd3 Kg8 74.Bg6 Kh8 75.Kf6 Kg8 76.Ke6 Kh8 77.Kd6 Kg8 78.Kc6 Kf8 79.Kb6 Ke7 80.h7 Kf6 81.h8=Q+ Kxg6 82.Qe5 Kf7 83.Qxa5 Ke6 84.Qc3 Kd5 85.a5 Ke4 86.a6 Kd5 87.a7 Ke4 88.Kb5 Kd5 89.Qc4+ Ke5 90.Qc5+ Ke4 91.a8=Q+ Kf4 92.Qe8 Kf3 93.Qcf8+ Kg4 94.Qg6+ Kh4 95.Qh8# 1-0 "
"beta125","Live Chess","Chess.com","2015.02.24","thinkboolean","vanasd","1-0","1229","1254","5|0","thinkboolean won on time"," 1.e3 e5 2.Qg4 d6 3.Qa4+ Bd7 4.Qb3 b6 5.Bc4 Qe7 6.Bd5 c6 7.Be4 Nf6 8.Bf3 e4 9.Be2 d5 10.d3 Qb4+ 11.Bd2 Qxb3 12.axb3 Bd6 13.f3 O-O 14.Nc3 Bf5 15.Ra4 b5 16.Ra5 Bb4 17.Ra1 Nbd7 18.Nb1 Bd6 19.Ra6 Nb8 20.Ra1 c5 21.Nc3 b4 22.Na2 Nc6 23.g4 Bg6 24.f4 exd3 25.cxd3 h6 26.f5 Bh7 27.Bf3 Ne7 28.Ne2 Be5 29.d4 cxd4 30.exd4 Bd6 31.Bxb4 Bxb4+ 32.Nxb4 a5 33.Nd3 Ne4 34.Bxe4 dxe4 35.Nc5 e3 36.Ng3 Nd5 37.Ke2 Rfe8 38.Rac1 Nf6 39.Kf3 Rad8 40.Rc4 Nd5 41.Nge4 Bxf5 42.gxf5 Nb4 43.f6 g6 44.Re1 1-0 "
"beta126","Live Chess","Chess.com","2015.02.24","ValdesMacedonia","thinkboolean","1-0","1224","1221","5|0","ValdesMacedonia won by checkmate"," 1.d3 e6 2.e3 Qg5 3.h3 Nc6 4.a3 Nf6 5.Nf3 Qa5+ 6.Nc3 b5 7.b4 Qa6 8.Bb2 Qb6 9.Be2 a5 10.O-O axb4 11.axb4 Rxa1 12.Qxa1 Bxb4 13.Ne4 Nxe4 14.dxe4 f6 15.Bxf6 gxf6 16.Qxf6 Rf8 17.Qg7 e5 18.Ra1 Bb7 19.Rd1 d6 20.Ng5 Ne7 21.Nxh7 Rf7 22.Bh5 Bxe4 23.Qxf7+ Kd8 24.Qf8+ Kd7 25.Nf6+ Kc6 26.Qxe7 Kc5 27.Nxe4+ Kc4 28.Bf7+ d5 29.Bxd5# 1-0 "
"beta127","Live Chess","Chess.com","2015.02.24","thinkboolean","abonazemattar","1-0","1230","1249","5|0","thinkboolean won on time"," 1.e3 e5 2.Qg4 d5 3.Qa4+ Nc6 4.Nc3 Nf6 5.Nf3 Bd7 6.Qb5 Rb8 7.Nxd5 Nb4 8.Nxf6+ Qxf6 9.Qc4 Be6 10.Qxc7 Rc8 11.Bb5+ Nc6 12.Qxb7 Bd6 13.Bxc6+ Kf8 14.Bd7 Bxd7 15.Qxd7 Rd8 16.Qxa7 g6 17.b3 Kg7 18.Rb1 Rhe8 19.Bb2 Ra8 20.Qd7 Kg8 21.Ke2 Re7 22.Qc6 Rea7 23.Nxe5 Qe6 24.a4 Rc8 25.Qe4 Re7 26.f4 Qg4+ 27.Nxg4 Rxe4 28.Nf6+ Kf8 29.Nxe4 Bb4 30.Nf6 Kg7 31.Nd5+ Kh6 32.Nxb4 g5 33.f5 Kh5 34.Kf3 g4+ 35.Kf4 Rd8 36.h3 g3 37.Rhf1 Rxd2 38.Rf3 Rxg2 39.Rxg3 1-0 "
"beta128","Live Chess","Chess.com","2015.02.24","Stander--J","thinkboolean","1-0","1216","1221","5|0","Stander--J won by resignation"," 1.c4 e6 2.e3 Qg5 3.h3 Bc5 4.Nf3 Qf5 5.Nc3 Nc6 6.Na4 Nf6 7.Nxc5 Qxc5 8.Qc2 Nb4 9.Qc3 a5 10.a3 Nc6 11.b3 a4 12.b4 Qb6 13.c5 Qb5 14.Bxb5 1-0 "
"beta129","Live Chess","Chess.com","2015.02.25","thinkboolean","jdhdez10","0-1","1214","1250","5|0","jdhdez10 won by checkmate"," 1.e3 e5 2.Qg4 d5 3.Qa4+ Bd7 4.Qb3 Be6 5.Qxb7 Nd7 6.Bb5 Bd6 7.Bc6 Rb8 8.Bxd7+ Kxd7 9.Qxa7 Ne7 10.Nc3 Nc6 11.Qa4 Ra8 12.Qb5 Rb8 13.Qe2 Qg5 14.Qf3 f6 15.Nxd5 Bxd5 16.Qxd5 Rhf8 17.Nh3 Qg6 18.b3 Ne7 19.Qd3 Qxg2 20.Rg1 Qxh3 21.Rxg7 Qxh2 22.Rxh7 Qg1+ 23.Ke2 Qg4+ 24.Kf1 Qd1+ 25.Kg2 Rg8+ 26.Kh2 Qg1+ 27.Kh3 Qh1# 0-1 "
"beta130","Live Chess","Chess.com","2015.02.25","thinkboolean","AleRodLozano","0-1","1205","1187","5|0","AleRodLozano won by resignation"," 1.e3 e5 2.Qg4 Nf6 3.Qa4 Nc6 4.Nc3 d6 5.b3 Bd7 6.Qb5 Nd4 7.Qxb7 Nxc2+ 8.Kd1 Nxa1 9.Ba3 Bf5 10.d3 Be6 11.Bb2 Nxb3 12.axb3 Rb8 13.Qc6+ Qd7 14.Qxd7+ Kxd7 15.b4 Rxb4 16.Kc2 Bb3+ 17.Kc1 Be7 18.d4 exd4 19.Nb5 dxe3 20.fxe3 Bc4 21.Bxc4 Rxc4+ 22.Kb1 Ne4 23.Nf3 Bf6 24.Ba3 Nc3+ 25.Nxc3 Rxc3 26.Rd1 Rxa3 0-1 "
"beta131","Live Chess","Chess.com","2015.02.25","thinkboolean","loristoteles","0-1","1197","1202","5|0","loristoteles won by checkmate"," 1.e3 e5 2.Qg4 Nf6 3.Qa4 Nc6 4.Nc3 d5 5.Nf3 Bd7 6.Bb5 a6 7.Bxc6 Bxc6 8.Qh4 Be7 9.Nxe5 Nd7 10.Qf4 Nxe5 11.Qxe5 O-O 12.b3 Bf6 13.Qg3 d4 14.exd4 Bxd4 15.Bb2 Qf6 16.Ne4 Bxe4 17.Bxd4 Qxd4 18.O-O Bxc2 19.Qxc7 Rac8 20.Qxb7 Bd3 21.Rfe1 Rc2 22.Re7 Qxa1+ 23.Re1 Rc1 24.Qxf7+ Rxf7 25.Rxc1 Qxc1# 0-1 "
"beta132","Live Chess","Chess.com","2015.02.25","kalloskagathos","thinkboolean","1-0","1183","1188","5|0","kalloskagathos won by resignation"," 1.d4 e6 2.c4 Qh4 3.Nf3 Qe4 4.Nc3 Qf5 5.e4 Qg6 6.Bg5 Bb4 7.Bd3 f5 8.exf5 exf5 9.O-O h6 10.Re1+ Kf7 11.Ne5+ 1-0 "
"beta133","Live Chess","Chess.com","2015.02.25","thinkboolean","kalloskagathos","1-0","1196","1175","5|0","thinkboolean won on time"," 1.e3 d5 2.Qh5 Nf6 3.Qh4 e5 4.Nc3 Be6 5.Qa4+ Nc6 6.Bb5 Bd7 7.Qb3 d4 8.Nd5 Nxd5 9.Qxd5 Qe7 10.Nf3 f6 11.Qe4 a6 12.Bc4 O-O-O 13.O-O f5 14.Qd5 e4 15.Nxd4 Nxd4 16.Bxa6 Nc6 17.Bxb7+ Kxb7 18.Qb5+ Kc8 19.Qa6+ Kb8 20.a4 Qc5 21.Ra3 Be6 22.Rc3 Qb6 23.Rxc6 Qxa6 24.Rxa6 Bc4 25.Rc6 Bxf1 26.Kxf1 Bd6 27.g3 Be5 28.b4 Rd6 29.Rc5 Re8 30.Ba3 Bf6 31.Ke2 Red8 32.Bc1 g6 33.b5 Rd5 34.Rc6 Be5 35.b6 cxb6 36.Rxb6+ Ka7 37.Re6 Bg7 38.f3 exf3+ 39.Kxf3 g5 40.Re7+ R8d7 41.Re6 R5d6 42.Re8 h5 43.Rg8 g4+ 44.Kf4 Rf7 45.d3 Rg6 46.Rc8 Kb7 47.Rc4 h4 48.Ba3 hxg3 49.hxg3 Rh6 50.Bb4 Rc7 51.Rc5 Rxc5 52.Bxc5 Kc6 53.d4 1-0 "
"beta134","Live Chess","Chess.com","2015.02.25","kalloskagathos","thinkboolean","1/2-1/2","1175","1196","5|0","Game drawn - insufficient material"," 1.d4 e6 2.c4 Qh4 3.Nf3 Qh5 4.e4 Nf6 5.Nc3 Bb4 6.e5 Bxc3+ 7.bxc3 Ne4 8.Qc2 f5 9.exf6 Nxf6 10.Be2 Qg4 11.O-O b6 12.Ne5 Qh4 13.Bf3 c6 14.Qa4 Bb7 15.Bf4 Qxf4 16.Rad1 Ba6 17.Rfe1 b5 18.cxb5 Bxb5 19.Qa5 O-O 20.c4 d6 21.Nd3 Bxc4 22.Nxf4 e5 23.dxe5 dxe5 24.Nd3 a6 25.Nxe5 Bb5 26.Rd6 Ra7 27.Red1 Re7 28.Nxc6 Bxc6 29.Bxc6 Ne4 30.Re1 Nxc6 31.Rxc6 Rxf2 32.Rxe4 Rxe4 33.Kxf2 Rf4+ 34.Kg1 Rf8 35.Qd5+ Kh8 36.Rd6 h6 37.Rxa6 Kh7 38.h3 h5 39.a4 g6 40.Ra7+ Kh6 41.Qd7 Rf5 42.a5 Kg5 43.Qe7+ Kf4 44.a6 Kg3 45.Qa3+ Kh4 46.Kh2 g5 47.Qb4+ g4 48.hxg4 hxg4 49.Rh7+ Kg5 50.a7 Rf8 51.Qxf8 Kg6 52.Qg7+ Kf5 53.Rh6 Kf4 54.Qf6+ Ke4 55.Rh5 g3+ 56.Kxg3 Kd3 57.Re5 Kc4 1/2-1/2 "
"beta135","Live Chess","Chess.com","2015.02.25","AlexV82Taxi","thinkboolean","0-1","1147","1203","5|0","thinkboolean won by resignation"," 1.e4 e6 2.Nf3 Qf6 3.e5 Qf5 4.Nc3 Nc6 5.d4 Bb4 6.Bd3 Qg4 7.h3 Qxg2 8.Rh2 Qxh2 9.Nxh2 Nxd4 10.Bd2 Nc6 11.a3 Be7 12.Qg4 g6 13.f4 h5 14.Qf3 Bh4+ 15.Ke2 Nd4+ 16.Ke3 Nxf3 17.Nxf3 Bg3 18.Rg1 h4 19.Ng5 f6 20.exf6 Nxf6 21.Bxg6+ Ke7 22.Nce4 Nd5+ 23.Kd4 b6 24.c4 c5+ 25.Kd3 Nf6 26.Nc3 Rg8 27.Be4 Rb8 28.Nb5 a6 29.Nc3 b5 30.cxb5 axb5 31.Ne2 c4+ 32.Kc2 Bf2 33.Bb4+ d6 34.Rg2 Nxe4 35.Nxe4 Rxg2 36.Nxf2 Rxf2 37.Kd1 Rf3 38.Bc3 Rxh3 39.Nd4 Bb7 40.Nxb5 Rh1+ 41.Ke2 h3 42.Kf2 h2 43.Nd4 Rg1 44.Nf3 Bxf3 45.Kxf3 h1=Q+ 0-1 "
"beta136","Live Chess","Chess.com","2015.02.25","thinkboolean","blackothellofli","0-1","1194","1183","5|0","blackothellofli won by resignation"," 1.e3 d5 2.Qf3 a6 3.Nc3 d4 4.Ne4 Nc6 5.Bc4 Ne5 6.Nf6+ exf6 7.Qd5 Nxc4 8.Qxc4 dxe3 9.fxe3 b5 10.Qc6+ Bd7 11.Qe4+ Ne7 12.Nf3 g5 13.b3 g4 14.Nd4 f5 15.Qe5 Rg8 16.b4 Bg7 17.Qf4 Nd5 18.Qg3 Nxb4 19.Ba3 c5 20.Bxb4 cxb4 21.O-O h5 22.Nxf5 Bxa1 23.Nd6+ 0-1 "
"beta137","Live Chess","Chess.com","2015.02.26","thinkboolean","archimedesjlj","0-1","1185","1163","5|0","archimedesjlj won by checkmate"," 1.e3 d5 2.Qf3 e6 3.Nc3 Bb4 4.Nge2 Nf6 5.Nf4 Bxc3 6.bxc3 O-O 7.Bd3 e5 8.Nh5 Bg4 9.Nxf6+ gxf6 10.Qxg4+ Kh8 11.Qf5 e4 12.Be2 Rg8 13.Bg4 Rg5 14.Qd7 Nxd7 15.Bh3 Ne5 16.Bb2 c6 17.Ke2 Ng4 18.Raf1 h5 19.f3 Ne5 20.f4 Rg7 21.fxe5 fxe5 22.d3 Qb6 23.Ba3 exd3+ 24.cxd3 e4 25.d4 Qa6+ 26.Kf2 Qxa3 27.Ra1 Qxc3 28.Rhc1 Qd2+ 29.Kg1 Qxe3+ 30.Kh1 Qxd4 31.Rf1 f6 32.Be6 Qb2 33.a4 Qxg2# 0-1 "
"beta138","Live Chess","Chess.com","2015.02.26","DNMOONEY","thinkboolean","0-1","1207","1194","5|0","thinkboolean won by resignation"," 1.e4 e6 2.f4 Qh4+ 3.g3 Qh6 4.d4 Qg6 5.Nf3 Qxe4+ 6.Kf2 b6 7.Bd3 Qd5 8.Re1 Bb7 9.Be4 Qxe4 10.Rxe4 Bxe4 11.f5 Nf6 12.fxe6 dxe6 13.Nc3 Ng4+ 14.Kg2 Bc6 15.Kh3 Nf2+ 16.Kg2 Nxd1 17.Nxd1 Bxf3+ 18.Kxf3 Bb4 19.c3 Bd6 20.Bf4 Nc6 21.Bxd6 cxd6 22.Ne3 O-O 23.Nc4 Rfd8 24.Re1 b5 25.Ne3 e5 26.dxe5 Nxe5+ 27.Kf4 Nd3+ 0-1 "
